text_content,suspicious_keyword_count,sentiment_score,grammar_score,readability_score,legitimacy_score,urgency_score,word_count,sentence_count,avg_sentence_length,domain_age_days,ssl_certificate,domain_reputation,contact_info_present,social_media_links,privacy_policy_present,is_scam
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.4862213260936968,47.673256034126844,36.93164114241934,37.31017306172603,61.353020316609694,192,5,15.874452108105341,68,0,48.49883551850676,1,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.369334057661279,32.53696134291714,45.171173888503475,36.429190169189724,86.48744449556166,111,15,13.168477472093965,45,1,40.50361332222526,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.26934586140310884,41.73181822719722,34.55590219470156,32.66084230952957,72.75467623473735,103,14,18.51550491729987,93,1,43.253984700833435,1,1,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.06991767253256473,82.71105002983339,83.30832402933407,82.85803127229292,20.102311114880127,421,31,15.722220250207386,525,1,83.08211440657938,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.07415575845120537,83.03797415911933,76.51438610662409,77.50158696983245,24.999739687599504,759,33,18.86633068442485,1546,1,73.53580326039311,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.04723425506648571,77.50156453632651,65.82998608771423,68.44528862317127,14.884674007281571,318,28,12.173910704509659,2141,1,95.38357556665335,1,0,0,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.23158766487633145,37.18530509728615,49.86445696750476,11.0401080017945,77.48420505250469,113,18,22.835441407563092,21,0,44.94120543157129,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.28141394955475857,53.07183399479173,40.63764148179607,26.96247819257614,60.63027470959082,93,16,15.731993632389816,97,0,36.15089306303068,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.255500993500109,88.85028025522386,69.87056677799073,87.94977749277058,12.096714944119826,653,27,14.93240949903381,986,0,93.4171817746282,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.5638193892048553,47.06866449845552,49.054364679541116,34.35420155052659,70.25547125751774,156,5,22.727076616093967,99,1,43.7385287749005,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.2307919639315172,38.69254358741304,34.03053218135011,37.890929570277194,84.24361138693251,183,16,22.055081153486718,44,0,46.49840776756605,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.4165080443766712,49.36716544282284,31.13962894871672,38.37912669536798,85.26496129951143,162,13,24.053917955967083,89,0,23.698513378968407,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.01583308186829084,86.54399492845123,66.31784330063945,65.73867470089543,18.148105432226977,317,24,15.018015885725564,1040,1,83.05692154028272,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.124096585513221,80.1000730500215,70.25100460040001,61.17759159213,16.108884530969632,505,29,12.380142057656883,2151,1,87.33207310482526,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.5244816706944011,54.61918427231866,45.64849175253932,34.61280531313804,79.54454315573363,92,16,14.109416909817007,12,0,20.546654769546493,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.06432360040387228,75.36743309076209,70.41043560343694,84.14177951224293,22.309819193334384,782,27,14.47783377401064,619,1,93.51857554293522,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.5823675315821277,39.41900152132058,52.210091807717035,28.088286294383845,84.80122079224462,162,17,14.326081567281186,47,0,20.92812934194026,1,0,1,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.09740014562904667,78.56796503857161,75.26138845726877,84.4205020655979,25.53720653796563,444,22,17.664190271983294,982,1,75.82458089855648,0,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.4353055027879724,59.980604986975045,43.89516453592949,24.196303542440003,69.38564569516763,128,9,20.965355071874225,48,0,32.652879791915375,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.0606261163820041,93.33613156149553,76.20343791134717,64.61477773522233,25.86873163774723,602,32,18.539299642152884,1944,1,71.02526767123263,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.02173348174986303,94.4595476084061,68.06226891544397,68.07811272915623,21.8117931547717,765,27,13.231793037950633,474,1,98.51030429541714,0,0,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.06210443408826234,94.51741725567074,70.72518070766367,72.71424555520723,22.997278434051502,475,33,16.292625520228963,2272,0,74.87495246423325,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.021935267702506783,88.75820182910648,82.27909644019022,68.96589566360603,13.859680158780572,459,29,16.9300323245665,2160,1,89.59410199875566,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.2736145962636042,81.54881125908133,67.71664856826531,67.10777762194343,25.523429840804475,451,23,15.731148938883045,516,1,93.69020841378267,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.09436813468684374,75.13915174606582,69.80253240903039,63.02421591417256,15.204227358715073,709,27,19.490775579768666,2675,0,71.02875034931627,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.21602364762027781,38.743827404813814,35.18852340514259,17.14439960997089,87.25303655638126,65,11,17.30898031150076,82,0,41.12249813964017,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.20067190681256933,83.45736818118175,75.34300724567754,71.09996657879933,24.815597343213447,731,31,18.106281521625274,1578,1,91.16468645735904,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.3367129618947047,48.987189920353025,31.72573852219624,10.169974435887019,88.11273085376385,177,13,21.491738991933794,36,1,23.132123892442443,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.04340305247813353,77.36690667435755,84.92901010200178,83.61750908008088,18.174820735162452,405,31,18.319798076558666,2196,1,87.73286141606842,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.3996773519539009,47.160125976275495,49.213850357657726,11.308113152633013,89.83651532392022,95,9,23.252410333993886,37,1,32.84552444951943,1,1,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,-0.05346062005703849,82.20324306427582,84.36415855406733,87.6879023430182,27.681505926203695,438,26,17.50424415161585,368,1,82.41903095452162,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.08334539177052247,85.57414639768105,65.6875371670345,79.16889065919854,11.628944257823184,777,38,14.341240781339263,2997,1,82.96031676791088,1,0,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,-0.024645996266050796,76.12493388630345,66.61416908387972,89.78312959538201,25.671677894857673,559,39,17.233886239562544,411,1,94.89087053251191,1,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.2891426418841372,80.33312384265008,79.32186964979923,71.82774706487236,23.541639439022163,724,34,19.950184822143452,1469,1,78.52181386239145,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.06428016023461725,89.40832138184686,75.23072388469583,88.30695651470931,10.837607876775511,632,27,19.361575888594192,2140,1,78.96843184239341,1,0,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.13977221681104868,78.42546821332479,79.83275637235242,69.07921021910444,23.24743719825507,548,31,17.5049412736508,1578,1,77.4161822121663,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.07563510925138917,83.5767803059478,72.98652292783021,65.5414172870965,17.909600560633137,774,31,12.077602839384337,2868,1,71.55646232781977,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.05041671644366261,93.85219420317311,81.3596954215441,77.63083408593937,15.04363963638539,478,23,15.812543548640148,1083,0,98.5529654842698,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.3592674774363773,46.12186808813769,52.99639041031901,20.390379830978837,70.40859605688684,140,5,18.806023362048506,59,0,24.225710611393996,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.25583954694392,47.294173126732616,49.047090296561095,33.44516943226546,68.27272213323843,109,10,20.18798726801754,58,1,35.947164580601935,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.266381958118314,56.45783274913932,40.68724219801538,14.867002173474381,60.378225599272774,74,7,17.910994331840143,25,1,26.292588430510442,0,1,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.015191443173000169,93.30064846942169,82.35564088785527,71.1044375505125,11.423105117651621,715,37,16.15424065916217,1631,1,96.66079644354394,1,0,0,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.20767691072922267,37.79439626235103,49.00724557805337,14.113291171869971,76.05930394357775,114,17,10.181811619658399,85,0,21.938500395322585,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.2611506588251984,82.88969262695011,84.62262391423101,82.77084144153608,20.229620935767663,473,20,18.756172250509238,519,1,95.45253179291532,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.1351193797486739,91.80696355177017,65.34996427974777,61.47013934913821,21.455405533738915,313,20,16.330901107169055,2858,1,98.99676755665429,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.21507908996594113,54.242034513480675,38.01811311149894,26.87288122353763,68.38335921956708,117,18,15.97963741319596,29,1,30.367387576124393,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.229232624810806,48.67029793851738,54.529445919057366,15.703229493511829,83.7778534886515,108,17,24.155523892303314,43,0,49.31923723974511,1,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.43184763889125466,30.66655446076741,54.71349967614267,11.242842664581632,89.03408212945455,55,12,14.730456148991763,94,0,25.085122755981757,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.40352563073550396,49.08997854557686,36.261545465139605,27.696125426816316,89.36678574825027,100,10,23.59148181577831,27,1,35.079112793155765,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.43696582754481694,31.393512381599933,45.18862129753596,15.115723710618745,61.95154778955838,181,13,24.48448049611839,9,0,26.92681476866447,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.5728473129934449,46.95399550767627,47.4162705969223,37.67498143531887,81.21715902940196,155,5,18.644325402502197,9,0,42.09332706874169,1,1,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.13632181340716634,89.42898314219144,83.82557857813596,86.44906047526231,20.303844522764273,391,25,16.49715803062068,432,1,98.63268340963222,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.42450227122996964,37.387324829118,40.58869789979741,33.807119636164046,60.953354530719736,80,8,10.408750179262226,1,0,26.795648781083173,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,-0.0987916514575355,79.95864899611614,83.55582958750631,87.96401746194849,24.411728387412747,471,24,12.731863663437178,788,1,75.43654130840852,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.4977116262379822,56.15498336919363,40.84138334890972,11.309849731220837,64.85017632440407,195,7,13.426821119969482,96,0,34.798305403513986,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.055943086832413426,82.79032051890817,69.82128691713473,60.47087716788839,17.201992615642265,643,25,14.05464030180148,528,1,75.97033883245565,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.15831614311802913,77.35199233197403,83.96618760860733,66.74438698530554,29.992712508508877,539,24,15.469575464855676,910,1,70.17411306528824,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.47629052604530525,51.86358666769728,31.174324777453496,37.84155250686544,62.73421918334033,77,6,20.08584719198057,63,1,39.254585504043064,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.3446165595016154,32.76503875417297,44.62696105515508,16.788257524497993,86.87093889598117,51,5,20.495578091492142,51,1,35.96875627854364,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,-0.03339858118019397,89.24440410354318,68.51780566837324,67.06149785695072,19.887416220915163,709,32,13.693714977183767,2858,1,99.28258072598715,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.12592732558407885,84.41010157984654,65.95935117158952,86.46144558023096,18.887876378315397,504,28,17.211913228236902,1525,1,91.1375809640005,0,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.3373101956257793,55.561452474140786,43.98045329421146,25.442265812703397,62.98739140620087,157,16,17.992405561020913,86,1,20.316533673505695,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.2745753048577018,53.3875342070026,38.75313147916825,11.735280296901891,89.07307890422433,58,7,18.959111086455117,61,0,35.45743772944178,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.3626362149437889,34.298443761079234,47.8679708375509,18.800602643230295,75.7641092206768,129,17,23.503961668031057,89,0,45.12592502228167,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.23794563416420342,82.19351122446136,78.74468686921367,69.38502592572661,11.218110864703654,788,21,12.078620420558302,479,1,75.28074265123402,1,1,0,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.5852890157762445,30.36463424069449,54.246970667690974,11.294797358517283,86.73429341094213,167,9,24.894471941789504,36,0,49.079076068572974,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.2649940216921475,80.31948129308225,74.24280946539801,76.47432045724354,28.982249137764942,400,26,12.064865575089705,1249,1,84.65004739013004,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.17474659749396396,93.26599423200068,77.17166309279817,76.79566140103432,29.222365360432804,686,35,14.076403466184662,1154,1,73.13440950261874,1,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.045499194377447254,92.95766755528965,69.85154405795873,70.5941337984353,29.003614216360834,687,34,14.926172151704176,381,1,76.93266766403706,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.2725915970386723,81.7646193463457,83.27752580643593,89.43134586763398,23.236214571488496,517,32,17.59627406092419,2602,1,79.47005443492198,0,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.29666922113267125,78.94807467461085,76.51040433932248,87.75793924970893,12.937931377555586,439,28,17.858433537755726,2678,1,89.0216516803295,1,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.08169112952274768,79.77531788007947,81.7112959714247,83.51758754602619,26.48359999250717,758,33,18.66146578896041,1139,1,89.47241806056653,1,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.27297759135094035,93.94613798473924,72.38035464822346,64.06550620682262,20.367992532661304,633,36,19.471899348100937,1097,1,83.15834307818932,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.5933363073656905,37.24803829307289,47.032052763310844,31.479540806251723,78.21973250379197,168,6,10.961420665542633,45,1,26.329096718598514,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.2847459497391994,85.9481281200245,66.28505445909222,79.28329650179595,21.753695007900216,430,36,17.2254975132625,2760,1,94.04858457946101,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.3554611194519388,34.91051404395905,36.844782687852664,37.849525985457305,80.27946826759066,162,12,24.886231007342055,32,0,46.378059799935144,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.5946060995171918,48.173244580706616,35.930669793399865,13.053474178612113,64.58577417552996,161,8,22.762262767542193,62,0,25.201207858842643,1,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.3010034998753529,30.030884395369,33.973457081918916,24.05618250305753,88.32910904873489,148,17,22.81314661692349,15,1,40.81046677344466,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.029538434998855986,87.14533340202976,74.53248321017257,85.9710297697201,10.642191609641165,636,38,18.103591028092488,1883,1,91.10524432265022,1,1,0,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.00042259008125089537,81.48876457270133,71.68430674520229,60.77227229241649,16.82095745661247,370,33,19.178387965997906,1464,1,88.97416607234432,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.14507373786984287,86.70750845581912,75.95232201307495,79.21449879426636,15.188983421361526,426,38,18.687483920132063,1217,1,95.2132825163806,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.03306919461212954,91.62833243860622,70.49144631102043,76.38296424009872,14.280142263477485,599,30,14.545401676069625,1482,1,92.50183972433041,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.18290716746657568,88.4333211441894,68.92361213875958,80.14374093901084,15.048623882040799,615,33,17.593669420299015,705,1,95.11719998546378,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.00941681160077476,82.99316004171507,84.65720235710842,76.0941117356542,20.05260231242507,676,21,17.61090848248353,838,1,89.97841498241392,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.27336180394137355,39.12726728878613,43.11891079080595,22.958350559263472,68.73687420594126,108,19,12.092407909780627,92,1,26.983140212909127,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.06228576967237909,75.8216472991111,71.94576948611396,67.95685567508023,23.721823078869736,572,29,15.894008386818523,811,0,86.14363030119439,0,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.2654623771462818,34.92797393792979,50.364368005784556,29.955916620886004,75.69196274307357,181,13,23.158008112196626,89,1,33.55845803897118,1,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.3171288146803859,59.39910988076552,45.047039740908055,27.472679746217395,82.44219538288596,81,16,12.349576554607125,10,0,47.8425092097815,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.2720634590930477,33.29589341222349,52.09209919219974,20.28788988277588,80.51610374727096,71,19,18.636787941616173,75,0,38.29438284644351,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.49911773990374897,54.30775760098594,40.345686633019895,16.12499677504729,61.27026836317152,142,18,12.545926428653846,20,1,20.748986663601716,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.05703510014444452,81.84045328495964,81.64478213416884,68.24393432303702,24.663060462131707,781,38,19.611170979875325,1507,1,92.3894143770723,0,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.32038652785264865,35.52134316150641,48.9112771997228,24.22473837637239,66.77368656451887,75,17,10.605007782076779,93,0,27.575911689093335,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.5494891680728899,49.13862788054216,50.84107835359896,24.982953096005062,76.05076513796799,156,9,21.759810380340333,18,1,28.77149331236579,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.5320879458267966,41.915505888553646,46.702128414266156,16.14952886247463,68.7944319078304,56,14,11.28262796281702,23,1,23.683306689881256,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.14800053339096336,81.80445988902514,82.11850379182596,73.04034444949411,13.856792178844913,395,27,17.633404449557517,2768,1,76.17661932299798,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.09799311788498441,77.61862504253556,78.92442872242545,66.18221339811525,18.824593381834337,393,38,17.380179233905114,963,1,95.92691806784671,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.5788143950954892,59.02068533364826,34.575386105868176,10.661054808925126,81.6002411898934,176,14,11.332603676313466,86,0,35.70172734123099,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.33464171127756825,34.03244030816923,31.584374261819192,39.69880697169836,69.67061534924169,179,8,13.819609821456458,73,1,37.86916221823533,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.3935210159442589,42.55168600135001,38.94528123338983,27.813418958303565,77.26780285920246,198,13,12.982210914061044,91,0,26.303215787370554,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.01608983448835674,76.48217498600776,74.29449606161343,78.46835855767077,11.900929173233711,353,35,19.843314881862455,2512,1,75.3833571274256,0,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.03178478044070965,83.94701098011251,69.20919344353068,80.6874919659969,27.54619472386071,315,27,12.656085929665501,2368,1,81.32045431690935,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.34877306716674594,43.55090457695048,39.93453476213291,12.802239159258868,73.23216474752351,60,12,12.800849436595623,8,0,43.785632571015185,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.18176944859099467,84.84233314171723,66.88486132809051,65.15081979385474,12.05069076225288,753,27,12.084208370477612,2861,1,96.72000027675722,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.2056786537886895,37.728959962905876,41.24859185672149,30.78726733074303,81.994811344104,166,10,18.07330152802713,81,1,22.909362875482863,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.3337604715954995,41.83716945956771,43.248514673255826,14.841020751651493,77.15987634850778,113,9,21.402413946852384,29,0,28.0452310323474,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.24968798669122375,56.88663908055115,44.8694159344234,28.49813745587422,78.38832524596818,90,6,24.028027229491897,72,1,44.051842492093755,0,1,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.09315777463943947,85.28161391238547,81.58363559899836,73.31350737847006,21.417060510886255,539,24,17.22394185233374,1828,1,87.82995201779786,1,0,0,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.26985887435853184,38.87796088309848,46.59561187131813,38.959081708911995,61.51250320806628,61,9,18.653218019668127,24,0,36.400889848890195,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.05136506018658924,86.12114670382923,71.53955246485478,73.27473941004112,22.938934166746108,364,24,16.962230536806743,535,1,76.71718605740442,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.22121486430698875,83.30522875145641,70.67096021819296,68.51634544772139,19.645826479924203,325,38,14.87094952795087,2981,1,79.1356956745415,0,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,-0.08196445759784404,89.62442219746492,82.43970192489914,62.94173545687373,18.726028476660353,571,30,18.67310928418868,555,1,95.00132873294991,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,6,0.33235920994105966,31.90675050858071,37.774558042891556,19.75549966080241,81.88818535014192,153,10,23.308191138644897,65,0,49.151362861673114,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.1282758646307392,84.6853239621945,75.99957972767729,74.75371897871004,21.309127321482165,792,37,12.877025555227519,2664,1,80.10377833246321,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.5473638095787736,57.79391393868555,40.49068457017026,11.518674168072224,61.181755010784585,67,7,10.429786413664818,90,1,43.44846437589197,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,4,0.324123392841819,45.100353918184624,49.91101403808693,32.18407699716182,79.36603069231566,107,10,21.896928069445845,6,0,21.194343183372617,0,1,1,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,8,0.3457079444192302,45.10251812564571,47.25987071573413,11.179364195232967,83.98231196727127,170,10,11.226385479233079,94,0,31.318578957262176,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.5479751331590756,41.14639533959623,45.36000018578309,25.709902481638323,69.57370469461388,88,13,22.426580064084863,30,0,43.74229251520927,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.257306654506831,85.26761292560587,81.50642569683667,84.474615697889,28.69597939346999,532,23,17.149433887657317,1327,1,82.12329543228871,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.18157683296878482,81.75891142090582,71.1996027287094,87.9762937825794,14.96937048833484,652,29,14.201022059008736,432,1,96.45167570548782,1,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.21039073992609694,90.95084957973319,75.75839052658486,69.29045874938855,12.900654674997769,401,23,16.811095887854286,2278,0,97.82551047123474,0,1,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.288175419553639,77.24771864583052,70.3700983450567,74.77205277613007,26.734593722875715,476,36,16.830342058288945,1138,1,76.53099396571697,1,0,1,0
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,2,0.03064876229920349,87.46628867518115,66.1266655559848,60.71652573957428,19.00048479055605,571,28,15.506388864265327,616,1,89.20581605611096,0,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.5346123563043614,51.13005947871541,53.214922038265954,32.16230528847791,69.18803661013844,63,14,23.95247804293825,34,0,41.782545544515514,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.20546878593079893,32.26077181057387,47.2928599292228,26.03038825088389,82.49732248409916,52,9,18.77724298488208,53,1,45.48942172032234,0,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,0,0.06725227318837246,85.93251291886492,76.06980540397649,74.89196765031252,16.120019471663348,603,26,16.708688778794034,2597,1,75.90860890626163,1,0,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,5,0.5104000828141717,42.1593054925723,45.046384591550215,28.976215996789183,71.18545911566804,51,11,16.195467619715455,38,0,27.416932232095313,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,0.27343725748050063,89.39919078738959,80.07627425956738,66.5717751917965,18.86079953270322,652,39,17.24503529691454,711,1,96.70662011663669,1,1,1,0
Congratulations! You have won a $5000 scholarship. Click now to claim.,7,0.4646620700322166,52.13567300719575,43.004202746968296,22.80451169964593,86.29996133587349,104,7,23.05148310851395,30,0,25.564187287301674,0,1,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.2783363250347676,56.90873791270603,43.00476308128886,23.428088209606507,76.73460575787604,179,11,19.202097079587645,3,1,25.065626200330584,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,3,0.5587153639624047,44.21884920788617,46.68894346302568,15.169596136048895,65.76867056426012,196,9,12.534025946082469,92,0,20.954140444554955,0,0,0,1
Congratulations! You have won a $5000 scholarship. Click now to claim.,9,0.45638621123950307,43.98544773382671,34.74840341143902,31.052148216317715,76.69393912046466,100,9,17.945709491625514,53,0,21.706441933329398,1,0,0,1
Apply now for the 2024 University of XYZ merit-based scholarship. No fees required.,1,-0.04804047818527568,89.30872406553081,66.38348381010834,69.93624906985565,15.649974532419291,485,21,17.843330120157884,2101,1,84.58172625708043,1,0,1,0
